nom	g	h	b	tw	tf	r1	r2	A	hi	d	phi	pmin	pmax	AL	AG	iiy	Wely	Wply	iy	Avz	iiz	Welz	Wplz	iz	ss	It	Iw	vy	vyp	vz	vzp	vty	vtz	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12
IAO 120	14,76	0,12	0,049	0,0095	-1	-1	-1	0,00188	-1	-1	-1	-1	-1	-1	-1	0,000003606	0,0000601	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0245	0,0245	0,06	0,06	0	0	-0,0245	-0,06	0,0245	-0,06	0,0245	-0,041	0,00475	-0,041	0,00475	0,041	0,0245	0,041	0,0245	0,06	-0,0245	0,06	-0,0245	0,041	-0,00475	0,041	-0,00475	-0,041	-0,0245	-0,041
IAO 120	14,26	0,12	0,049	0,0105	-1	-1	-1	0,001817	-1	-1	-1	-1	-1	-1	-1	0,000003228	0,0000538	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0245	0,0245	0,06	0,06	0	0	-0,0245	-0,06	0,0245	-0,06	0,0245	-0,039	0,00525	-0,039	0,00525	0,039	0,0245	0,039	0,0245	0,06	-0,0245	0,06	-0,0245	0,039	-0,00525	0,039	-0,00525	-0,039	-0,0245	-0,039
IAO 120	12,5	0,12	0,049	-1	-1	-1	-1	0,001592	-1	-1	-1	-1	-1	-1	-1	0,000002472	0,0000412	-1	-1	-1	1,433E-007	0,00000585	-1	-1	-1	-1	-1	0,0245	0,0245	0,06	0,06	0	0	-0,0245	-0,06	0,0245	-0,06	0,0245	-0,0434	0,00415	-0,0434	0,00415	0,0434	0,0245	0,0434	0,0245	0,06	-0,0245	0,06	-0,0245	0,0434	-0,00415	0,0434	-0,00415	-0,0434	-0,0245	-0,0434
IAO 120	14,62	0,12	0,05	0,0105	-1	-1	-1	0,001862	-1	-1	-1	-1	-1	-1	-1	0,000003378	0,0000563	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,025	0,025	0,06	0,06	0	0	-0,025	-0,06	0,025	-0,06	0,025	-0,039	0,00525	-0,039	0,00525	0,039	0,025	0,039	0,025	0,06	-0,025	0,06	-0,025	0,039	-0,00525	0,039	-0,00525	-0,039	-0,025	-0,039
IAO 120	10,01	0,12	0,05	0,005	-1	-1	-1	0,001275	-1	-1	-1	-1	-1	-1	-1	0,000002838	0,0000473	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,025	0,025	0,06	0,06	0	0	-0,025	-0,06	0,025	-0,06	0,025	-0,05	0,0025	-0,05	0,0025	0,05	0,025	0,05	0,025	0,06	-0,025	0,06	-0,025	0,05	-0,0025	0,05	-0,0025	-0,05	-0,025	-0,05
IAO 120	10,9	0,12	0,05	-1	-1	-1	-1	0,001287	-1	-1	-1	-1	-1	-1	-1	0,000002796	0,0000466	-1	-1	-1	1,219E-007	0,00000488	-1	-1	-1	-1	-1	0,025	0,025	0,06	0,06	0	0	-0,025	-0,06	0,025	-0,06	0,025	-0,05	0,0025	-0,05	0,0025	0,05	0,025	0,05	0,025	0,06	-0,025	0,06	-0,025	0,05	-0,0025	0,05	-0,0025	-0,05	-0,025	-0,05
IAO 120	16,76	0,12	0,0525	0,013	-1	-1	-1	0,002135	-1	-1	-1	-1	-1	-1	-1	0,00000363	0,0000605	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02625	0,02625	0,06	0,06	0	0	-0,02625	-0,06	0,02625	-0,06	0,02625	-0,034	0,0065	-0,034	0,0065	0,034	0,02625	0,034	0,02625	0,06	-0,02625	0,06	-0,02625	0,034	-0,0065	0,034	-0,0065	-0,034	-0,02625	-0,034
IAO 120	17	0,12	0,0525	0,0125	-1	-1	-1	0,002166	-1	-1	-1	-1	-1	-1	-1	0,000003923	0,000065383	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02625	0,02625	0,06	0,06	0	0	-0,02625	-0,06	0,02625	-0,06	0,02625	-0,035	0,00625	-0,035	0,00625	0,035	0,02625	0,035	0,02625	0,06	-0,02625	0,06	-0,02625	0,035	-0,00625	0,035	-0,00625	-0,035	-0,02625	-0,035
IAO 120	16,7	0,12	0,0525	-1	-1	-1	-1	0,002127	-1	-1	-1	-1	-1	-1	-1	0,000002724	0,0000454	-1	-1	-1	2,281E-007	0,00000869	-1	-1	-1	-1	-1	0,02625	0,02625	0,06	0,06	0	0	-0,02625	-0,06	0,02625	-0,06	0,02625	-0,035	0,00625	-0,035	0,00625	0,035	0,02625	0,035	0,02625	0,06	-0,02625	0,06	-0,02625	0,035	-0,00625	0,035	-0,00625	-0,035	-0,02625	-0,035
IAO 120	18,8	0,12	0,056	0,011	-1	-1	-1	0,002395	-1	-1	-1	-1	-1	-1	-1	0,000003702	0,0000617	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,028	0,028	0,06	0,06	0	0	-0,028	-0,06	0,028	-0,06	0,028	-0,038	0,0055	-0,038	0,0055	0,038	0,028	0,038	0,028	0,06	-0,028	0,06	-0,028	0,038	-0,0055	0,038	-0,0055	-0,038	-0,028	-0,038
IAO 120	15,7	0,12	0,056	-1	-1	-1	-1	0,002	-1	-1	-1	-1	-1	-1	-1	0,000003132	0,0000522	-1	-1	-1	2,524E-007	0,00000902	-1	-1	-1	-1	-1	0,028	0,028	0,06	0,06	0	0	-0,028	-0,06	0,028	-0,06	0,028	-0,035	0,00625	-0,035	0,00625	0,035	0,028	0,035	0,028	0,06	-0,028	0,06	-0,028	0,035	-0,00625	0,035	-0,00625	-0,035	-0,028	-0,035
IAO 140	10,01	0,14	0,045	0,005	-1	-1	-1	0,001275	-1	-1	-1	-1	-1	-1	-1	0,000003535	0,0000505	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0225	0,0225	0,07	0,07	0	0	-0,0225	-0,07	0,0225	-0,07	0,0225	-0,06	0,0025	-0,06	0,0025	0,06	0,0225	0,06	0,0225	0,07	-0,0225	0,07	-0,0225	0,06	-0,0025	0,06	-0,0025	-0,06	-0,0225	-0,06
IAO 140	10,01	0,14	0,045	-1	-1	-1	-1	0,001275	-1	-1	-1	-1	-1	-1	-1	3,7077E-006	0,00005297	-1	-1	-1	1,137E-007	0,00000506	-1	-1	-1	-1	-1	0,0225	0,0225	0,07	0,07	0	0	-0,0225	-0,07	0,0225	-0,07	0,0225	-0,06	0,0025	-0,06	0,0025	0,06	0,0225	0,06	0,0225	0,07	-0,0225	0,07	-0,0225	0,06	-0,0025	0,06	-0,0025	-0,06	-0,0225	-0,06
IAO 140	10,97	0,14	0,046	0,005	-1	-1	-1	0,001397	-1	-1	-1	-1	-1	-1	-1	0,000004046	0,0000578	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,023	0,023	0,07	0,07	0	0	-0,023	-0,07	0,023	-0,07	0,023	-0,06	0,0025	-0,06	0,0025	0,06	0,023	0,06	0,023	0,07	-0,023	0,07	-0,023	0,06	-0,0025	0,06	-0,0025	-0,06	-0,023	-0,06
IAO 140	10,39	0,14	0,047	0,0045	-1	-1	-1	0,001324	-1	-1	-1	-1	-1	-1	-1	0,000003906	0,0000558	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0235	0,0235	0,07	0,07	0	0	-0,0235	-0,07	0,0235	-0,07	0,0235	-0,061	0,00225	-0,061	0,00225	0,061	0,0235	0,061	0,0235	0,07	-0,0235	0,07	-0,0235	0,061	-0,00225	0,061	-0,00225	-0,061	-0,0235	-0,061
IAO 140	11,48	0,14	0,047	0,0055	-1	-1	-1	0,001462	-1	-1	-1	-1	-1	-1	-1	0,000004186	0,0000598	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0235	0,0235	0,07	0,07	0	0	-0,0235	-0,07	0,0235	-0,07	0,0235	-0,059	0,00275	-0,059	0,00275	0,059	0,0235	0,059	0,0235	0,07	-0,0235	0,07	-0,0235	0,059	-0,00275	0,059	-0,00275	-0,059	-0,0235	-0,059
IAO 140	12,76	0,14	0,047	0,0055	-1	-1	-1	0,001625	-1	-1	-1	-1	-1	-1	-1	0,000004816	0,0000688	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0235	0,0235	0,07	0,07	0	0	-0,0235	-0,07	0,0235	-0,07	0,0235	-0,059	0,00275	-0,059	0,00275	0,059	0,0235	0,059	0,0235	0,07	-0,0235	0,07	-0,0235	0,059	-0,00275	0,059	-0,00275	-0,059	-0,0235	-0,059
IAO 140	11,5	0,14	0,047	0,0055	-1	-1	-1	0,001476	-1	-1	-1	-1	-1	-1	-1	0,000004311	0,00006159	-1	-1	-1	0,000000149	0,00000633	-1	-1	-1	-1	-1	0,0235	0,0235	0,07	0,07	0	0	-0,0235	-0,07	0,0235	-0,07	0,0235	-0,059	0,00275	-0,059	0,00275	0,059	0,0235	0,059	0,0235	0,07	-0,0235	0,07	-0,0235	0,059	-0,00275	0,059	-0,00275	-0,059	-0,0235	-0,059
IAO 140	11,8	0,14	0,047	0,0055	-1	-1	-1	0,001503	-1	-1	-1	-1	-1	-1	-1	3,91272E-006	0,000055896	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0235	0,0235	0,07	0,07	0	0	-0,0235	-0,07	0,0235	-0,07	0,0235	-0,059	0,00275	-0,059	0,00275	0,059	0,0235	0,059	0,0235	0,07	-0,0235	0,07	-0,0235	0,059	-0,00275	0,059	-0,00275	-0,059	-0,0235	-0,059
IAO 140	11,41	0,14	0,048	0,0052	-1	-1	-1	0,001454	-1	-1	-1	-1	-1	-1	-1	0,000004242	0,0000606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,024	0,024	0,07	0,07	0	0	-0,024	-0,07	0,024	-0,07	0,024	-0,0596	0,0026	-0,0596	0,0026	0,0596	0,024	0,0596	0,024	0,07	-0,024	0,07	-0,024	0,0596	-0,0026	0,0596	-0,0026	-0,0596	-0,024	-0,0596
IAO 140	11,41	0,14	0,048	-1	-1	-1	-1	0,001454	-1	-1	-1	-1	-1	-1	-1	4,1977E-006	0,00005997	-1	-1	-1	1,135E-007	0,00000473	-1	-1	-1	-1	-1	0,024	0,024	0,07	0,07	0	0	-0,024	-0,07	0,024	-0,07	0,024	-0,0596	0,0026	-0,0596	0,0026	0,0596	0,024	0,0596	0,024	0,07	-0,024	0,07	-0,024	0,0596	-0,0026	0,0596	-0,0026	-0,0596	-0,024	-0,0596
IAO 140	14,78	0,14	0,051	0,0085	-1	-1	-1	0,001883	-1	-1	-1	-1	-1	-1	-1	0,000004823	0,0000689	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0255	0,0255	0,07	0,07	0	0	-0,0255	-0,07	0,0255	-0,07	0,0255	-0,053	0,00425	-0,053	0,00425	0,053	0,0255	0,053	0,0255	0,07	-0,0255	0,07	-0,0255	0,053	-0,00425	0,053	-0,00425	-0,053	-0,0255	-0,053
IAO 140	14,78	0,14	0,051	-1	-1	-1	-1	0,001883	-1	-1	-1	-1	-1	-1	-1	4,8347E-006	0,00006907	-1	-1	-1	1,721E-007	0,00000675	-1	-1	-1	-1	-1	0,0255	0,0255	0,07	0,07	0	0	-0,0255	-0,07	0,0255	-0,07	0,0255	-0,053	0,00425	-0,053	0,00425	0,053	0,0255	0,053	0,0255	0,07	-0,0255	0,07	-0,0255	0,053	-0,00425	0,053	-0,00425	-0,053	-0,0255	-0,053
IAO 140	16,97	0,14	0,052	0,0105	-1	-1	-1	0,002162	-1	-1	-1	-1	-1	-1	-1	0,000005327	0,0000761	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,026	0,026	0,07	0,07	0	0	-0,026	-0,07	0,026	-0,07	0,026	-0,049	0,00525	-0,049	0,00525	0,049	0,026	0,049	0,026	0,07	-0,026	0,07	-0,026	0,049	-0,00525	0,049	-0,00525	-0,049	-0,026	-0,049
IAO 140	18,25	0,14	0,052	0,0105	-1	-1	-1	0,002325	-1	-1	-1	-1	-1	-1	-1	0,000005957	0,0000851	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,026	0,026	0,07	0,07	0	0	-0,026	-0,07	0,026	-0,07	0,026	-0,049	0,00525	-0,049	0,00525	0,049	0,026	0,049	0,026	0,07	-0,026	0,07	-0,026	0,049	-0,00525	0,049	-0,00525	-0,049	-0,026	-0,049
IAO 140	16	0,14	0,052	-1	-1	-1	-1	0,002038	-1	-1	-1	-1	-1	-1	-1	0,000005047	0,0000721	-1	-1	-1	1,936E-007	0,00000744	-1	-1	-1	-1	-1	0,026	0,026	0,07	0,07	0	0	-0,026	-0,07	0,026	-0,07	0,026	-0,049	0,00525	-0,049	0,00525	0,049	0,026	0,049	0,026	0,07	-0,026	0,07	-0,026	0,049	-0,00525	0,049	-0,00525	-0,049	-0,026	-0,049
IAO 140	18,8	0,14	0,053	0,013	-1	-1	-1	0,002395	-1	-1	-1	-1	-1	-1	-1	0,000005362	0,0000766	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0265	0,0265	0,07	0,07	0	0	-0,0265	-0,07	0,0265	-0,07	0,0265	-0,044	0,0065	-0,044	0,0065	0,044	0,0265	0,044	0,0265	0,07	-0,0265	0,07	-0,0265	0,044	-0,0065	0,044	-0,0065	-0,044	-0,0265	-0,044
IAO 140	16,9	0,14	0,053	0,0102	-1	-1	-1	0,002153	-1	-1	-1	-1	-1	-1	-1	0,000005383	0,0000769	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0265	0,0265	0,07	0,07	0	0	-0,0265	-0,07	0,0265	-0,07	0,0265	-0,0496	0,0051	-0,0496	0,0051	0,0496	0,0265	0,0496	0,0265	0,07	-0,0265	0,07	-0,0265	0,0496	-0,0051	0,0496	-0,0051	-0,0496	-0,0265	-0,0496
IAO 140	19,17	0,14	0,054	0,013	-1	-1	-1	0,002442	-1	-1	-1	-1	-1	-1	-1	0,000005873	0,0000839	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,027	0,027	0,07	0,07	0	0	-0,027	-0,07	0,027	-0,07	0,027	-0,044	0,0065	-0,044	0,0065	0,044	0,027	0,044	0,027	0,07	-0,027	0,07	-0,027	0,044	-0,0065	0,044	-0,0065	-0,044	-0,027	-0,044
IAO 140	19,72	0,14	0,054	-1	-1	-1	-1	0,002512	-1	-1	-1	-1	-1	-1	-1	5,2593E-006	0,00007513	-1	-1	-1	2,649E-007	0,00000981	-1	-1	-1	-1	-1	0,027	0,027	0,07	0,07	0	0	-0,027	-0,07	0,027	-0,07	0,027	-0,044	0,0065	-0,044	0,0065	0,044	0,027	0,044	0,027	0,07	-0,027	0,07	-0,027	0,044	-0,0065	0,044	-0,0065	-0,044	-0,027	-0,044
IAO 140	21,3	0,14	0,0545	0,0135	-1	-1	-1	0,002713	-1	-1	-1	-1	-1	-1	-1	6,94071E-006	0,000099153	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02725	0,02725	0,07	0,07	0	0	-0,02725	-0,07	0,02725	-0,07	0,02725	-0,043	0,00675	-0,043	0,00675	0,043	0,02725	0,043	0,02725	0,07	-0,02725	0,07	-0,02725	0,043	-0,00675	0,043	-0,00675	-0,043	-0,02725	-0,043
IAO 160	14,1	0,16	0,048	0,0065	-1	-1	-1	0,001796	-1	-1	-1	-1	-1	-1	-1	6,58336E-006	0,000082292	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,024	0,024	0,08	0,08	0	0	-0,024	-0,08	0,024	-0,08	0,024	-0,067	0,00325	-0,067	0,00325	0,067	0,024	0,067	0,024	0,08	-0,024	0,08	-0,024	0,067	-0,00325	0,067	-0,00325	-0,067	-0,024	-0,067
IAO 160	13,08	0,16	0,049	0,0055	-1	-1	-1	0,001666	-1	-1	-1	-1	-1	-1	-1	0,0000062	0,0000775	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0245	0,0245	0,08	0,08	0	0	-0,0245	-0,08	0,0245	-0,08	0,0245	-0,069	0,00275	-0,069	0,00275	0,069	0,0245	0,069	0,0245	0,08	-0,0245	0,08	-0,0245	0,069	-0,00275	0,069	-0,00275	-0,069	-0,0245	-0,069
IAO 160	12,69	0,16	0,05	0,0055	-1	-1	-1	0,001617	-1	-1	-1	-1	-1	-1	-1	0,000005968	0,0000746	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,025	0,025	0,08	0,08	0	0	-0,025	-0,08	0,025	-0,08	0,025	-0,069	0,00275	-0,069	0,00275	0,069	0,025	0,069	0,025	0,08	-0,025	0,08	-0,025	0,069	-0,00275	0,069	-0,00275	-0,069	-0,025	-0,069
IAO 160	12,98	0,16	0,05	0,0055	-1	-1	-1	0,001654	-1	-1	-1	-1	-1	-1	-1	0,000006208	0,0000776	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,025	0,025	0,08	0,08	0	0	-0,025	-0,08	0,025	-0,08	0,025	-0,069	0,00275	-0,069	0,00275	0,069	0,025	0,069	0,025	0,08	-0,025	0,08	-0,025	0,069	-0,00275	0,069	-0,00275	-0,069	-0,025	-0,069
IAO 160	13,32	0,16	0,05	0,0055	-1	-1	-1	0,001697	-1	-1	-1	-1	-1	-1	-1	0,00000632	0,000079	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,025	0,025	0,08	0,08	0	0	-0,025	-0,08	0,025	-0,08	0,025	-0,069	0,00275	-0,069	0,00275	0,069	0,025	0,069	0,025	0,08	-0,025	0,08	-0,025	0,069	-0,00275	0,069	-0,00275	-0,069	-0,025	-0,069
IAO 160	13,5	0,16	0,05	0,0055	-1	-1	-1	0,00168	-1	-1	-1	-1	-1	-1	-1	0,000006449	0,00008061	-1	-1	-1	0,000000189	0,00000758	-1	-1	-1	-1	-1	0,025	0,025	0,08	0,08	0	0	-0,025	-0,08	0,025	-0,08	0,025	-0,069	0,00275	-0,069	0,00275	0,069	0,025	0,069	0,025	0,08	-0,025	0,08	-0,025	0,069	-0,00275	0,069	-0,00275	-0,069	-0,025	-0,069
IAO 160	13	0,16	0,05	-1	-1	-1	-1	0,001616	-1	-1	-1	-1	-1	-1	-1	5,9733E-006	0,00007467	-1	-1	-1	0,000000146	0,00000584	-1	-1	-1	-1	-1	0,025	0,025	0,08	0,08	0	0	-0,025	-0,08	0,025	-0,08	0,025	-0,069	0,00275	-0,069	0,00275	0,069	0,025	0,069	0,025	0,08	-0,025	0,08	-0,025	0,069	-0,00275	0,069	-0,00275	-0,069	-0,025	-0,069
IAO 160	12,32	0,16	0,051	0,005	-1	-1	-1	0,001569	-1	-1	-1	-1	-1	-1	-1	0,000005952	0,0000744	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0255	0,0255	0,08	0,08	0	0	-0,0255	-0,08	0,0255	-0,08	0,0255	-0,07	0,0025	-0,07	0,0025	0,07	0,0255	0,07	0,0255	0,08	-0,0255	0,08	-0,0255	0,07	-0,0025	0,07	-0,0025	-0,07	-0,0255	-0,07
IAO 160	16	0,16	0,052	-1	-1	-1	-1	0,00172	-1	-1	-1	-1	-1	-1	-1	0,0000064	0,00008	-1	-1	-1	0,000000155	0,00000596	-1	-1	-1	-1	-1	0,026	0,026	0,08	0,08	0	0	-0,026	-0,08	0,026	-0,08	0,026	-0,059	0,00525	-0,059	0,00525	0,059	0,026	0,059	0,026	0,08	-0,026	0,08	-0,026	0,059	-0,00525	0,059	-0,00525	-0,059	-0,026	-0,059
IAO 160	17,35	0,16	0,054	-1	-1	-1	-1	0,002293	-1	-1	-1	-1	-1	-1	-1	6,8053E-006	0,00008507	-1	-1	-1	2,245E-007	0,00000832	-1	-1	-1	-1	-1	0,027	0,027	0,08	0,08	0	0	-0,027	-0,08	0,027	-0,08	0,027	-0,059	0,00525	-0,059	0,00525	0,059	0,027	0,059	0,027	0,08	-0,027	0,08	-0,027	0,059	-0,00525	0,059	-0,00525	-0,059	-0,027	-0,059
IAO 160	18,97	0,16	0,055	0,0105	-1	-1	-1	0,002417	-1	-1	-1	-1	-1	-1	-1	0,000007672	0,0000959	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0275	0,0275	0,08	0,08	0	0	-0,0275	-0,08	0,0275	-0,08	0,0275	-0,059	0,00525	-0,059	0,00525	0,059	0,0275	0,059	0,0275	0,08	-0,0275	0,08	-0,0275	0,059	-0,00525	0,059	-0,00525	-0,059	-0,0275	-0,059
IAO 160	17,35	0,16	0,055	0,009	-1	-1	-1	0,00221	-1	-1	-1	-1	-1	-1	-1	0,00000732	0,0000915	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0275	0,0275	0,08	0,08	0	0	-0,0275	-0,08	0,0275	-0,08	0,0275	-0,062	0,0045	-0,062	0,0045	0,062	0,0275	0,062	0,0275	0,08	-0,0275	0,08	-0,0275	0,062	-0,0045	0,062	-0,0045	-0,062	-0,0275	-0,062
IAO 160	17,35	0,16	0,055	-1	-1	-1	-1	0,00238	-1	-1	-1	-1	-1	-1	-1	0,00000768	0,000096	-1	-1	-1	2,168E-007	0,00000788	-1	-1	-1	-1	-1	0,0275	0,0275	0,08	0,08	0	0	-0,0275	-0,08	0,0275	-0,08	0,0275	-0,059	0,00525	-0,059	0,00525	0,059	0,0275	0,059	0,0275	0,08	-0,0275	0,08	-0,0275	0,059	-0,00525	0,059	-0,00525	-0,059	-0,0275	-0,059
IAO 160	19,88	0,16	0,0555	0,011	-1	-1	-1	0,002532	-1	-1	-1	-1	-1	-1	-1	0,000008088	0,0001011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02775	0,02775	0,08	0,08	0	0	-0,02775	-0,08	0,02775	-0,08	0,02775	-0,058	0,0055	-0,058	0,0055	0,058	0,02775	0,058	0,02775	0,08	-0,02775	0,08	-0,02775	0,058	-0,0055	0,058	-0,0055	-0,058	-0,02775	-0,058
IAO 160	17,35	0,16	0,056	-1	-1	-1	-1	0,00238	-1	-1	-1	-1	-1	-1	-1	0,00000768	0,000096	-1	-1	-1	2,247E-007	0,00000803	-1	-1	-1	-1	-1	0,028	0,028	0,08	0,08	0	0	-0,028	-0,08	0,028	-0,08	0,028	-0,059	0,00525	-0,059	0,00525	0,059	0,028	0,059	0,028	0,08	-0,028	0,08	-0,028	0,059	-0,00525	0,059	-0,00525	-0,059	-0,028	-0,059
IAO 160	23,75	0,16	0,0575	0,014	-1	-1	-1	0,003025	-1	-1	-1	-1	-1	-1	-1	0,000008952	0,0001119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02875	0,02875	0,08	0,08	0	0	-0,02875	-0,08	0,02875	-0,08	0,02875	-0,052	0,007	-0,052	0,007	0,052	0,02875	0,052	0,02875	0,08	-0,02875	0,08	-0,02875	0,052	-0,007	0,052	-0,007	-0,052	-0,02875	-0,052
IAO 160	26,7	0,16	0,0575	0,016	-1	-1	-1	0,003401	-1	-1	-1	-1	-1	-1	-1	9,46016E-006	0,000118252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02875	0,02875	0,08	0,08	0	0	-0,02875	-0,08	0,02875	-0,08	0,02875	-0,048	0,008	-0,048	0,008	0,048	0,02875	0,048	0,02875	0,08	-0,02875	0,08	-0,02875	0,048	-0,008	0,048	-0,008	-0,048	-0,02875	-0,048
IAO 160	24	0,16	0,0575	-1	-1	-1	-1	0,003134	-1	-1	-1	-1	-1	-1	-1	0,000008	0,0001	-1	-1	-1	3,609E-007	0,00001255	-1	-1	-1	-1	-1	0,02875	0,02875	0,08	0,08	0	0	-0,02875	-0,08	0,02875	-0,08	0,02875	-0,051	0,00725	-0,051	0,00725	0,051	0,02875	0,051	0,02875	0,08	-0,02875	0,08	-0,02875	0,051	-0,00725	0,051	-0,00725	-0,051	-0,02875	-0,051
IAO 160	24,63	0,16	0,059	0,0145	-1	-1	-1	0,003138	-1	-1	-1	-1	-1	-1	-1	0,000009392	0,0001174	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0295	0,0295	0,08	0,08	0	0	-0,0295	-0,08	0,0295	-0,08	0,0295	-0,051	0,00725	-0,051	0,00725	0,051	0,0295	0,051	0,0295	0,08	-0,0295	0,08	-0,0295	0,051	-0,00725	0,051	-0,00725	-0,051	-0,0295	-0,051
IAO 160	24	0,16	0,059	-1	-1	-1	-1	0,003134	-1	-1	-1	-1	-1	-1	-1	0,000008	0,0001	-1	-1	-1	0,00000038	0,00001288	-1	-1	-1	-1	-1	0,0295	0,0295	0,08	0,08	0	0	-0,0295	-0,08	0,0295	-0,08	0,0295	-0,051	0,00725	-0,051	0,00725	0,051	0,0295	0,051	0,0295	0,08	-0,0295	0,08	-0,0295	0,051	-0,00725	0,051	-0,00725	-0,051	-0,0295	-0,051
IAO 180	14,53	0,18	0,052	0,006	-1	-1	-1	0,001851	-1	-1	-1	-1	-1	-1	-1	0,000008352	0,0000928	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,026	0,026	0,09	0,09	0	0	-0,026	-0,09	0,026	-0,09	0,026	-0,078	0,003	-0,078	0,003	0,078	0,026	0,078	0,026	0,09	-0,026	0,09	-0,026	0,078	-0,003	0,078	-0,003	-0,078	-0,026	-0,078
IAO 180	14,53	0,18	0,052	-1	-1	-1	-1	0,001851	-1	-1	-1	-1	-1	-1	-1	0,00000702	0,000078	-1	-1	-1	1,667E-007	0,00000641	-1	-1	-1	-1	-1	0,026	0,026	0,09	0,09	0	0	-0,026	-0,09	0,026	-0,09	0,026	-0,078	0,003	-0,078	0,003	0,078	0,026	0,078	0,026	0,09	-0,026	0,09	-0,026	0,078	-0,003	0,078	-0,003	-0,078	-0,026	-0,078
IAO 180	14,91	0,18	0,055	0,0055	-1	-1	-1	0,001899	-1	-1	-1	-1	-1	-1	-1	0,000009171	0,0001019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0275	0,0275	0,09	0,09	0	0	-0,0275	-0,09	0,0275	-0,09	0,0275	-0,079	0,00275	-0,079	0,00275	0,079	0,0275	0,079	0,0275	0,09	-0,0275	0,09	-0,0275	0,079	-0,00275	0,079	-0,00275	-0,079	-0,0275	-0,079
IAO 180	14,88	0,18	0,055	0,0058	-1	-1	-1	0,001896	-1	-1	-1	-1	-1	-1	-1	0,000008838	0,0000982	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0275	0,0275	0,09	0,09	0	0	-0,0275	-0,09	0,0275	-0,09	0,0275	-0,0784	0,0029	-0,0784	0,0029	0,0784	0,0275	0,0784	0,0275	0,09	-0,0275	0,09	-0,0275	0,0784	-0,0029	0,0784	-0,0029	-0,0784	-0,0275	-0,0784
IAO 180	15,56	0,18	0,055	0,006	-1	-1	-1	0,001982	-1	-1	-1	-1	-1	-1	-1	0,00000927	0,000103	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0275	0,0275	0,09	0,09	0	0	-0,0275	-0,09	0,0275	-0,09	0,0275	-0,078	0,003	-0,078	0,003	0,078	0,0275	0,078	0,0275	0,09	-0,0275	0,09	-0,0275	0,078	-0,003	0,078	-0,003	-0,078	-0,0275	-0,078
IAO 180	16,3	0,18	0,055	0,006	-1	-1	-1	0,002088	-1	-1	-1	-1	-1	-1	-1	0,000010165	0,00011294	-1	-1	-1	0,000000278	0,0000103	-1	-1	-1	-1	-1	0,0275	0,0275	0,09	0,09	0	0	-0,0275	-0,09	0,0275	-0,09	0,0275	-0,078	0,003	-0,078	0,003	0,078	0,0275	0,078	0,0275	0,09	-0,0275	0,09	-0,0275	0,078	-0,003	0,078	-0,003	-0,078	-0,0275	-0,078
